type,medicine,condition,food,interaction,explanation,safe_alternative
condition,,hypertension,carrots/pumpkin/squash/sweet potato/,can worsen,carrots/pumpkin/squash/sweet potato/ with serving size 72.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,beef,dangerous,beef is high in fat/sugar and may worsen prediabetes.,
condition,,cancer,additives to food and water,safe,"environmental pollutants, such as pesticides, herbicides, additives to food and water, and electromagnetic fields threaten public health by promotion of cancer, heart disease and chronic diseases of aging.",
condition,,hypertension,nuts,safe,nuts may support balanced diet for hypertension.,
condition,,heart disease,meat protein,dangerous,meat protein is associated with an increase in risk of heart disease.,
condition,,chd,food rich in saturated fat,dangerous,"the basis of this recommendation is the 'diet-heart hypothesis', which postulates that consumption of food rich in saturated fat increases serum cholesterol levels, which increases risk of chd.",
condition,,prediabetes,sussages,can worsen,sussages with serving size 100.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,type ii diabetes,processed meat,dangerous,"the intake of processed meat has been associated with several adverse health outcomes such as type ii diabetes and cancer; however, the mechanisms are not fully understood.",
condition,,obesity-linked metabolic diseases,blueberries,safe,"blueberry consumption can prevent obesity-linked metabolic diseases, and it has been proposed that the polyphenol content of blueberries may contribute to these effects.",
condition,,fracture,milk,safe,"in adult caucasian women, daily intake of 200-250 ml of milk is associated with a reduction in fracture risk of 5 % or higher.",
condition,,osteoarthritis,symptomatic slow-acting drugs,safe,evidence supports the use of glucosamine and chondroitin as symptomatic slow-acting drugs for osteoarthritis (sysadoas) with impact on oa symptoms and disease-modifying effects in the long term.,
condition,,hypertension,high-salt ( hs ) diets,dangerous,high-salt (hs) diets are associated with hypertension and cardiac remodelling.,
condition,,anemia,poor quality of the diets,dangerous,"these findings suggest that in rural china, anemia stems from the poor quality of the diets of infants/toddlers, rather than insufficient quantities of food being consumed.",
condition,,food allergy,wheat,dangerous,"food allergy is a common disease caused by the intake of allergen-containing foods, such as milk, eggs, peanuts, and wheat.",
condition,,hypertension,puerto rican style food,can worsen,puerto rican style food with serving size 250.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,osteoporosis,olive oil,safe,"the reported incidence of osteoporosis is lower in countries in which the mediterranean diet predominates, and this apparent relationship may be mediated by the phenolic compounds present in olive oil.",
condition,,prediabetes,carrots/pumpkin/squash/sweet potato/,dangerous,carrots/pumpkin/squash/sweet potato/ is high in fat/sugar and may worsen prediabetes.,
condition,,prediabetes,seeds,can worsen,seeds with serving size 30.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,cardiometabolic disease,soy foods,safe,"consumption of soy foods has been associated with protection against cardiometabolic disease, but the mechanisms are incompletely understood.",
condition,,hyperglycaemia,maslinic acid,safe,"bredemolic acid (ba), an isomer of maslinic acid, has been reported to ameliorate the intermediate hyperglycaemia found in prediabetes; however, the effects of this triterpene on cardiovascular function have not yet been determined.",
condition,,cognitive impairment,olive oil,safe,"the mediterranean diet (rich in fruits, vegetables, legumes, and olive oil, with regular fish consumption and low consumption of dairy products and meats) has been shown to reduce the incidence of mild cognitive impairment (mci) and, probably, the conversion of mci to dementia.",
condition,,prediabetes,pancakes/waffles,can worsen,pancakes/waffles with serving size 140.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,coronary heart disease,red yeast rice,safe,"xuezhikang (xzk), an extract derived from red yeast rice, is commonly employed as a traditional chinese medicine for treating coronary heart disease, improving endothelial function, decreasing blood lipids and preventing other cardiovascular events both within china and globally.",
condition,,chronic disease,nuts,safe,"although a high intake of plant foods such as fruits, vegetables, whole grains, nuts, and legumes has been recommended for chronic disease prevention, it has been unclear what is the optimal amount of intake of these foods and whether specific subtypes are particularly beneficial.",
condition,,ad,nutrition,safe,"accumulating evidence suggests that nutrition (e.g., via fruit, vegetables, fish) is important for optimizing cognition and reducing risk of ad.",
condition,,micronutrient malnutrition,low diet quality,dangerous,low diet quality is a driver of general and micronutrient malnutrition in urban and rural areas.,
condition,,neurological diseases,cigarette smoke,dangerous,"exposure to cigarette smoke (cs) is associated with an increased risk of several neurological diseases such as stroke, alzheimer's disease, and dementia.",
condition,,iron deficiency anemia,iron-fortified cereals,safe,iron-fortified cereals (ific) can contribute substantially in preventing iron deficiency anemia and maintaining an adequate body iron status.,
condition,,ad,coffee beans,safe,"in addition, eicosanoyl-5-hydroxytryptamide (eht), a naturally occurring component from coffee beans that modulates pp2a methylation, was shown to confer therapeutic benefits in rodent models of ad and parkinson's disease.",
condition,,prediabetes,shakes/drink mixes,safe,shakes/drink mixes may support balanced diet for prediabetes.,
condition,,obesity,poor diet,dangerous,"poor diet is responsible for more deaths worldwide than any other risk factor, and is a leading cause of obesity, type 2 diabetes, and cardiovascular disease (cvd).",
condition,,asthma,fruits,safe,"fruits (cu) has long been used as a traditional medicine that has therapeutic effects against pathogenic diseases, including asthma, vomiting, dyspepsia, blood circulation disorders, and various types of cancer.",
condition,,prediabetes,fish,can worsen,fish with serving size 85.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,allergy,shrimp,dangerous,"in 2.8% of the control group, the isac-test failed to detect an allergy sensitization caused by dust mite, shrimp, anisakis, or seed storage proteins.",
condition,,anaemia,wheat flour,safe,fortification of wheat flour is deemed a useful strategy to reduce anaemia in populations.,
condition,,glycemic,bread,dangerous,"bread is a staple food for majority of the people worldwide, but it has a high glycemic effect.",
condition,,obesity,dairy products,safe,"efficiency of milk and dairy products in treatment of obesity, sclerosis and hypertension has been proved by dash diet.",
condition,,allergy,hydrolyzed wheat products,dangerous,there are several reports describing allergy to hydrolyzed wheat products.,
condition,,prediabetes,cereal,safe,cereal may support balanced diet for prediabetes.,
condition,,multiple diseases,extra-virgin olive oil,safe,"epidemiological and clinical studies compellingly showed the ability of mediterranean diet rich in extra-virgin olive oil (evoo) to reduce multiple diseases such as cancer, cardiovascular diseases, and aging cognitive functions decline.",
condition,,prediabetes,fruit and vegetable smoothie,can worsen,fruit and vegetable smoothie with serving size 233.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,ailments,ginger,safe,ginger (from the rizhome of zingiber officinale roscoe) has been widely used in ethnomedicine for the cure of several ailments.,
condition,,diabetes,diet,safe,"prevention of diabetes through the diet has recently received an increasing interest, and polyphenolic compounds, such as flavanols, have become important potential chemopreventive natural agents due to their proved benefits on health, with low toxicity and cost.",
condition,,neural tube defects,folic acid fortification,safe,there is no doubt that folic acid fortification can be effective for reducing the incidence of neural tube defects.,
condition,,diabetes mellitus,ginger,safe,"ginger is an important medicinal herb has numerous bioactive components and is used in the management, control and/or treatment of diseases including diabetes mellitus.",
condition,,lipemia,whey protein,safe,"recently, we demonstrated that whey protein (wp) combined with low dietary fiber improved lipemia, a risk factor for cardiovascular disease in subjects with abdominal obesity.",
condition,,neurodegenerative diseases,curcuma longa,safe,"therefore, novel therapeutic strategies have long been investigated, where curcumin (curcuma longa) has shown some properties that can prevent the deleterious processes involved in neurodegenerative diseases.",
condition,,hepatic damage of diabetes,grape seed procyanidin b2 ( gspb2 ),safe,our previous studies have verified that grape seed procyanidin b2 (gspb2) played a protective effect on hepatic damage of diabetes.,
condition,,hypersensitivity,chemotherapy drugs,dangerous,"new symptoms of hypersensitivity caused by chemotherapy drugs, monoclonal antibodies, and biological agents have been suggested to be recognized as anaphylaxis phenotypes.",
condition,,memory impairment,beer,safe,"we have previously demonstrated that iso-ãâãâãâãâ±-acids (iaas), the hop-derived bitter components in beer, improve memory impairment in aged and alzheimer's disease mouse models.",
condition,,hypertension,apium graveolens,safe,"apium graveolens l. is a traditional chinese medicine prescribed as a treatment for hypertension, gout, and diabetes.",
condition,,allergies,milk,dangerous,"allergies to peanuts are particularly worrisome as unlike allergies to other allergenic foods, such as milk and egg, which are commonly outgrown by 5 or 10 years of age, 80% of peanut allergies persist into adulthood.",
condition,,cutis laxa,drugs,dangerous,"in most cases, acquired cutis laxa is associated with neoplasms, drugs, and autoimmune diseases.",
condition,,allergic reactions,walnut,dangerous,"jug r 1, the major allergen of walnut, triggers severe allergic reactions through epitopes.",
condition,,rhinitis,wheat flour,dangerous,sensitization to inhaled wheat flour may lead to occupational rhinitis and/or asthma.,
condition,,prediabetes,fruit juice,can worsen,fruit juice with serving size 249.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,asthma,certain foods,safe,consumption of certain foods during pregnancy has been shown to have beneficial effects on childhood asthma and allergic disease development and aggravation.,
condition,,intestinal anaphylaxis,peanut,dangerous,activation of the steroidogenic enzyme cyp11a1 was shown to be necessary for the development of peanut-induced intestinal anaphylaxis and il-13 production in allergic mice.,
condition,,chronic diseases,sugar,dangerous,"epidemiological studies have shown that higher sugar-sweetened beverage consumption is associated with increased risk of developing chronic diseases, including cardiovascular disease, type 2 diabetes mellitus, obesity, non-alcoholic fatty liver disease, gout, and rheumatoid arthritis and to worse symptoms in some patients with rheumatoid arthritis.",
condition,,human diseases,extra virgin olive oil,safe,"among the phenolic compounds extracted from extra virgin olive oil, oleocanthal (1) has attracted considerable attention in the modulation of many human diseases, such as inflammation and alzheimer's disease (ad).",
condition,,prediabetes,cream,can worsen,cream with serving size 32.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,hypertension,fruit and vegetable smoothie,safe,fruit and vegetable smoothie is nutritious and may help manage hypertension.,
condition,,pd,coffee,safe,"however, some evidence exists regarding a potential protective effect of uric acid, poly-unsaturated fatty acids, coffee, and tea but mainly in men, whereas dairy products, particularly milk, might increase pd risk through contaminant mediated effect.",
condition,,dementia,alcoholic beverages,safe,moderate consumption of alcoholic beverages reduces the risk of dementia and cognitive decline.,
condition,,pathogenic viral infections,functional foods,safe,"functional foods optimize the immune system capacity to prevent and control pathogenic viral infections, while physical activity augments such protective benefits.",
condition,,prediabetes,chicken/turkey,safe,chicken/turkey may support balanced diet for prediabetes.,
condition,,cardiovascular and cerebrovascular diseases,fruit,safe,fruit and vegetable consumption was considered a protective effect against cardiovascular and cerebrovascular diseases (cvds).,
condition,,metabolic syndrome,citrus fruits,safe,citrus fruits are known for their beneficial health effects associated with the prevention of metabolic syndrome/type 2 diabetes that is mainly attributed to flavonoids.,
condition,,obesity,fat and high-calorie foods,dangerous,"also, excessive intake of fat and high-calorie foods is also related to the development of obesity, which contributes to the development of cvd.",
condition,,ovarian carcinoma,milk,dangerous,the intake of milk and milk products could increase the risk of ovarian carcinoma.,
condition,,dementia,fruit,safe,"having at least three servings of vegetables and two servings of fruit a day could help prevent dementia in older adults, new research suggests.",
condition,,hypertension,cereal,can worsen,cereal with serving size 55.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,grapefruit/lemon/orange,can worsen,grapefruit/lemon/orange with serving size 236.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,chronic diseases,nuts,safe,nuts have an appreciable antioxidant load and there is evidence of their positive effects on several chronic diseases incidence and death rates.,
condition,,prediabetes,macaroni/noodle/pasta/rice,can worsen,macaroni/noodle/pasta/rice with serving size 176.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,tomato/salsa/,can worsen,tomato/salsa/ with serving size 123.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,migraine attacks,cabbage,dangerous,"migraine attacks have been produced most frequently by cow milk (in 10 out of 17 patients), cabbage, flour and eggs in 5 patients, preservatives, cottage and swiss cheese, porcine meat in 4 patients, colorants and chocolate in 3 patients, beef, strawberries, lemons and butter in 2 patients.",
condition,,obesity,calorie-dense diet,dangerous,calorie-dense diet is a main driver of the global epidemics of obesity and type 2 diabetes (t2dm).,
condition,,oral ulcers,eggplant,dangerous,"the most common foods reported as triggers for oral ulcers were eggplant (78.3%), melon (68.3%), walnut (68.2%), and cantaloupe (66.7%).",
condition,,colon cancer,crushed garlic,safe,"here, we identified z-ajoene, a sulfur containing compound isolated from crushed garlic, as an inhibitor of colon cancer cell growth.",
condition,,alzheimer disease,ginger,safe,"components of ginger (zingiber officinale) extracts have been described as potential new drug candidates against alzheimer disease (ad), able to interact with several molecular targets related to the ad treatment.",
condition,,neural tube birth defect,folic acid,safe,periconceptional intake of folic acid is known to reduce a woman's risk of having an infant affected by a neural tube birth defect (ntd).,
condition,,hyperglycemia,zingiber officinale,safe,"[6]-gingerol, a major component of zingiber officinale, was previously reported to ameliorate hyperglycemia in type 2 diabetic mice.",
condition,,coronary heart disease,fruits,safe,"adequate consumption of fruits and vegetables has protective benefits against development of coronary heart disease, hypertension and chronic obstructive pulmonary disease.",
condition,,lifestyle-related diseases,grape extract (ge),safe,"grape extract (ge), which contains various polyphenolic compounds, exerts protective effects against lifestyle-related diseases, such as diabetes and hypertension.",
condition,,hypertension,potato,safe,potato may support balanced diet for hypertension.,
condition,,hypertension,pancakes/waffles,can worsen,pancakes/waffles with serving size 140.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,ice cream,can worsen,ice cream with serving size 130.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,hypertension,pork,can worsen,pork with serving size 84.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,hypertension,fish,can worsen,fish with serving size 85.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,ailments,fruit of terminalia chebula,safe,"the fruit of terminalia chebula has been used extensively in various traditional health systems for different ailments, with additional preclinical and clinical data demonstrating antioxidant and anti-inflammatory potential.",
condition,,hypercalciuria,calcium,dangerous,"although calcium supplementation can cause hypercalciuria, the risk of nephrolithiasis has been shown to decrease rather than increase among subjects who had a higher calcium intake.",
condition,,epilepsy,ketogenic diet,safe,"first identified as a feasible treatment for intractable epilepsy, the ketogenic diet (kd) has recently gained popularity thanks to growing evidence on applications such as weight loss, most importantly, but also nafld, cancer, neurologic conditions and chronic pain.",
condition,,vascular disease,extra-virgin olive oil,safe,"the authors base their hypothesis on meta-analyses of epidemiological data, numerous experimental studies, and a comprehensive review of the mechanisms of action of extra-virgin olive oil and its components in the prevention of vascular disease.",
condition,,cancer,tea polyphenols,safe,"tea polyphenols are known to prevent various ailments like cancer, atherosclerosis, hypertension and diabetes.",
condition,,ckd,olive oil,safe,"plant nutrients and plant-based diets could have beneficial effects in patients with ckd: increased fibre intake shifts the gut microbiota towards reduced production of uraemic toxins; plant fats, particularly olive oil, have anti-atherogenic effects; plant anions might mitigate metabolic acidosis and slow ckd progression; and as plant phosphorus has a lower bioavailability than animal phosphorus, plant-based diets might enable better control of hyperphosphataemia.",
condition,,hypocitraturic recurrent stone formers,fresh tomato juice,safe,"fresh tomato juice may be useful in hypocitraturic recurrent stone formers due to its high content of citrate and magnesium, and low content of sodium and oxalate.",
condition,,malignancies,extra-virgin olive oil,safe,"epidemiological studies have compellingly documented the ability of the mediterranean diet rich in extra-virgin olive oil to reduce the incidence of certain malignancies, and cardiovascular diseases, and slow the alzheimer's disease progression.",
condition,,behavioral dysfunction,ginger,safe,our previous study suggests that ginger root extract can reverse behavioral dysfunction and prevent alzheimer's disease (ad)-like symptoms induced by the amyloid-ãâãâãâãâ² protein (aãâãâãâãâ²) in a rat model.,
condition,,hypersensitivity,cereals,dangerous,hypersensitivity to cereals may occur via inhalation or ingestion.,
condition,,cancer,spirulina platensis extracts,safe,spirulina platensis extracts have exhibited considerable anti-cancer effects.,
condition,,weight loss,very-low-cho diets,dangerous,"historically, low-carbohydrate (cho) and very-low-cho diets have been used for weight loss.",
condition,,"stomach, colorectal, breast cancer",garlic,safe,"evidence supports the protective effects of garlic in stomach, colorectal, breast cancer in humans.",
condition,,cardiovascular disease,olive oil),safe,epidemiological studies suggest that a mediterranean diet (which is rich in virgin olive oil) decreases the risk of cardiovascular disease.,
condition,,hypertension,crackers,can worsen,crackers with serving size 30.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,coronary heart disease,milk,safe,"numerous epidemiological studies have revealed that high consumption of milk and dairy products may have protective effects against coronary heart disease (chd), stroke, diabetes, certain cancers (such as colorectal and bladder cancers), and dementia, although the mechanisms of action are unclear.",
condition,,allergy to buckwheat,buckwheat flour,dangerous,"three cooks, two bakers, and a worker in a grocery store were occupationally exposed to buckwheat flour and developed immediate allergy to buckwheat, which was confirmed by skin prick testing and measurement of specific immunoglobulin e antibodies.",
condition,,joints pain,sesame oil,safe,sesame oil is an herbal product that has been used to treat the joints pain in several traditional medicines.,
condition,,prediabetes,egg omelet,safe,egg omelet may support balanced diet for prediabetes.,
condition,,obesity,ultra-processed food,dangerous,"ultra-processed food consumption has been associated with several health outcomes such as obesity, hypertension, cardiovascular disease and cancer.",
condition,,gout,cherries,safe,"cherries, which are rich in anti-inflammatory and antioxidative bioactive compounds, are proposed to be efficacious in preventing and treating gout, but recommendations to patients are conflicting.",
condition,,hypertension,fruit juice,can worsen,fruit juice with serving size 249.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,alzheimer's disease,olive oil,safe,olive oil is a major component of the mediterranean diet suggested to be beneficial to counteract alzheimer's disease.,
condition,,allergy,cicer arietinum,dangerous,chickpea (cicer arietinum) allergy has frequently been reported particularly in spain and india.,
condition,,hypertension,coffee/soda drink/iced tea,can worsen,coffee/soda drink/iced tea with serving size 240.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,allergy,almond,dangerous,oral food challenges have demonstrated that diagnosis of almond allergy based on extract-sige tests display low specificity.,
condition,,prediabetes,coffee/soda drink/iced tea,dangerous,coffee/soda drink/iced tea is high in fat/sugar and may worsen prediabetes.,
condition,,brain disorders,beer,safe,"beer, as part of this protective diet, contains compounds such as silicon and hops that could play a major role in preventing brain disorders.",
condition,,inflammation,olives,safe,"consumption of olives (olea europaea l.), including table olives and oil, is associated with low incidence of inflammation-related diseases.",
condition,,memory impairment,tomato fruit,safe,"ãâãâãâãâ²-amyrin, an ingredient of the surface wax of tomato fruit and dandelion coffee, is previously reported to ameliorate memory impairment induced by cholinergic dysfunction.",
condition,,prediabetes,pork,can worsen,pork with serving size 84.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,"colon, lung, and skin cancers",garlic,safe,"diallyl disulfide (dads), a component of garlic (allium sativum), has been known to exert potent chemopreventative activity against colon, lung, and skin cancers.",
condition,,prediabetes,"meat substitute, cereal- and vegetable protein-based, fried",dangerous,"meat substitute, cereal- and vegetable protein-based, fried is high in fat/sugar and may worsen prediabetes.",
condition,,calcium oxalate urolithiasis,salt,dangerous,dietary excesses in animal protein and/or salt have been implicated as risk factors in calcium oxalate urolithiasis.,
condition,,cognitive decline,bertholletia excelsa,safe,"previously, supplementation with a selenium-rich brazil nut (bertholletia excelsa) has shown potential in reducing cognitive decline in mci patients, and could prove to be a safe and effective nutritional approach early in the disease process to slow decline.",
condition,,osteoporosis,gambogic acid,safe,"the nutraceuticals identified from dietary agents such as butein, cardamonin, coronarin d curcumin, diosgenin, embelin, gambogic acid, genistein, plumbagin, quercetin, reseveratrol, zerumbone and more, can modulate cell signaling pathways and reverse/slow down osteoporosis.",
condition,,sci,mediterranean diet,safe,"the mediterranean diet, along with exercise and dietary supplements, has been suggested as an anti-inflammatory intervention in individuals with sci.",
condition,,hypertension,cakes/cookies/pies,can worsen,cakes/cookies/pies with serving size 28.4g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,asthma,fruit drinks,dangerous,", hfcs-sweetened soda, fruit drinks and apple juice - a high-fructose 100 % juice - are associated with asthma, possibly because of the high fructose:glucose ratios and underlying fructose malabsorption, which may contribute to enteral formation of pro-inflammatory advanced glycation end products, which bind receptors that are mediators of asthma.",
condition,,senile dementia of alzheimer 's type,food additives,dangerous,"aluminum is a constituent of antacids, deodorants, kitchenware and food additives which allows easy access into the body posing risk to development of senile dementia of alzheimer's type.",
condition,,heinz body hemolytic anemia,garlic,dangerous,", including garlic (a. sativum) and onions (a. cepa), are known to be oxidatively toxic to canine erythrocytes resulting in heinz body hemolytic anemia in dogs.",
condition,,wound,curcuma longa,safe,"curcumin is a naturally occurring polyphenol found in curcuma longa with multiple therapeutic properties, such as anti-inflammatory, wound healing and anti-cancer effects.",
condition,,prediabetes,lamb/goat/veal/venison,can worsen,lamb/goat/veal/venison with serving size 85.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,postmenopausal osteoporosis,tea consumption,safe,"tea consumption has positive effects on the skeletal system and prevents postmenopausal osteoporosis, mainly by inhibiting osteoclastogenesis.",
condition,,dementia,tofu,dangerous,"in older people in indonesia, hawai'i and china, tofu, which can contain high levels of phytoestrogens, was found to increase dementia risk.",
condition,,alzheimer's disease,extra-virgin olive oil,safe,previous evidence suggested that extra-virgin olive oil (evoo) is linked to attenuating amyloid-ãâãâãâãâ² (aãâãâãâãâ²) pathology and improving cognitive function in alzheimer's disease (ad) mouse models.,
condition,,cardiovascular disease,soy foods,safe,"epidemiological investigations have shown that consumption of soybeans or soy foods reduces the risk of the development of cardiovascular disease, cancer and osteoporosis.",
condition,,hypertension,raw apple/apricot/avocado/banana/cantaloupe/cherries/fig/grapes/mango/pear/pineapple/,safe,raw apple/apricot/avocado/banana/cantaloupe/cherries/fig/grapes/mango/pear/pineapple/ may support balanced diet for hypertension.,
condition,,cancer,garlic intake,safe,numerous animal and in vitro studies provided evidence for a relation between garlic intake and cancer risk reduction.,
condition,,hypertension,cheese,can worsen,cheese with serving size 32.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,osteoporosis,chicken meat,safe,proteins and peptides in chicken meat and bones are known for being rich in functional and nutritional ingredients for the improvement of osteoporosis.,
condition,,chronic diseases,beer,safe,"in beer, the variety and concentration of bioactive compounds in the non-alcoholic fraction suggests that its consumption at moderate levels may not only be harmless but could also positively contribute to an improvement of certain physiological states and be also useful in the prevention of different chronic diseases.",
condition,,prediabetes,biscuits,safe,biscuits may support balanced diet for prediabetes.,
condition,,allergic reactions,rice,dangerous,allergen glb33 is an important allergen in rice that can cause allergic reactions such as asthma and atopic dermatitis.,
condition,,bone disease,mediterranean diet,safe,mediterranean diet (md) has shown to prevent bone disease.,
condition,,ra,gastrointestinal ( gi ) protective drugs,safe,patients with ra commonly use gastrointestinal (gi) protective drugs for treatment and prevention of drug-associated gi injuries.,
condition,,hypertension,grapefruit/lemon/orange,can worsen,grapefruit/lemon/orange with serving size 236.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,osteoporotic fractures,virgin olive oil,safe,"virgin olive oil, a key component of the mediterranean diet (mdiet), with recognised beneficial effects on metabolism and cardiovascular health, may decrease the risk of osteoporotic fractures.",
condition,,neurodegenerative diseases,coffee,safe,"our findings strongly suggest that some foods, especially coffee, can act as a rich source of ãâãâãâãâ²-carbolines, which may possibly be associated with a reduced risk for serious neurodegenerative diseases, such as parkinson's and alzheimer's.",
condition,,myocardial infarction,extra virgin olive oil,safe,"in this context, extra virgin olive oil (evoo), the most representative component of this diet, seems to be relevant in lowering the incidence of cardiovascular events, including myocardial infarction and stroke.",
condition,,prediabetes,oil,safe,oil may support balanced diet for prediabetes.,
condition,,allergy,cow's milk protein,dangerous,"cow's milk protein allergy, which occurs in approximately 5-10% of the population of infants and children, has become an important public food safety problem.",
condition,,prediabetes,nuts,can worsen,nuts with serving size 28.4g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,butter,dangerous,butter is high in fat/sugar and may worsen prediabetes.,
condition,,skin inflammation,fish oil,safe,nutritional supplementation with fish oil or ãâãâãâãâ-3 (n-3) polyunsaturated fatty acids (pufas) has potential benefits for skin inflammation.,
condition,,coronary heart diseases,excessive consumption of red meat,dangerous,excessive consumption of red meat is associated with various diseases including coronary heart diseases and cancer.,
condition,,bladder cancer,tobacco,dangerous,tobacco smoking and occupational exposure to aromatic amines are the two major established environmental risk factors for bladder cancer.,
condition,,cardiovascular diseases,black mulberry fruits,safe,black mulberry fruits are traditionally used in uyghur folk medicine for the prevention and treatment of cardiovascular diseases in southern xinjiang region of china.,
condition,,cancer,sword bean,safe,"sword bean has been known as a traditional medicinal plant to treat cancer, sinus infection, and suppurative disease.",
condition,,alzheimer's disease,caffeic acid,safe,"caffeic acid (ca) has shown neuroprotection in alzheimer's disease or cerebral ischaemia; however, it is unclear whether ca confers neuroprotection in ãâãâãâãâ±-synuclein-induced pd models.",
condition,,allergy,fruits,dangerous,severe allergy to fruits mediated by a 7 kda allergen belonging to the gibberellin-regulated protein (grp) family is known to be associated with cupressaceae pollinosis.,
condition,,dementia,nobiletin from citrus peels,safe,"previously, we identified nobiletin from citrus peels as a natural compound possessing anti-dementia activity.",
condition,,cd,fish oil,safe,fish oil rich in eicosapentaenoic acid (epa) and docosahexaenoic acid (dha) reduces disease activity in patients with cd with raised laboratory markers of inflammation and in healthy subjects alters pbmc function.,
condition,,prediabetes,salad dressing,can worsen,salad dressing with serving size 14.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,colorectal cancer,garlic supplements,safe,"laboratory studies have provided evidence that allium vegetables and garlic supplements might protect against colorectal cancer (crc), but epidemiologic studies have produced inconsistent findings.",
condition,,hypertension,salad dressing,can worsen,salad dressing with serving size 14.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,neurodegenerative diseases,unbalanced diet,dangerous,"in the last decade, several theories investigating the causes of neurodegenerative diseases have been formulated and a condition or risk factor that can contribute is described by the gut-brain axis hypothesis: stress, unbalanced diet, and drugs impact altering microbiota composition which contributes to dysbiosis.",
condition,,cardiometabolic diseases,dairy products,dangerous,dairy products contain both beneficial and harmful nutrients in relation to cardiometabolic diseases.,
condition,,prediabetes,burrito/taco/enchilada/pizza/lasanga,can worsen,burrito/taco/enchilada/pizza/lasanga with serving size 198.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,sugar/desserts,dangerous,sugar/desserts is high in fat/sugar and may worsen prediabetes.,
condition,,murine collagen-induced arthritis,olive oil,safe,"hydroxytyrosol acetate (ht-ac), a polyphenolic compound in olive oil, exerts an anti-inflammatory effect on murine collagen-induced arthritis.",
condition,,cancer,oolong tea,safe,"evidence regarding the health benefits of oolong tea consumption is accumulating, and tea polyphenols have various pharmacological properties such as anti-cancer and anti-diabetes effects.",
condition,,hypertension,chicken/turkey,can worsen,chicken/turkey with serving size 110.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,cardiovascular and neurodegenerative diseases,extra-virgin olive oil,safe,"the phenolic compounds of extra-virgin olive oil can act at various levels to protect individuals against cardiovascular and neurodegenerative diseases, cancer, and osteoporosis, among others.",
condition,,asthma,cigarette smoke,dangerous,cigarette smoke and secondhand (passive) smoke have been causally related to asthma and lung cancer.,
condition,,carcinogenic,ginger root,safe,"zingerone, a major component found in ginger root, has been known as anti-mutagenic and anti-carcinogenic activities that are often associated with its anti-oxidative and anti-inflammatory activities.",
condition,,cognitive decline,red wine,safe,these effects have been related to the protection against cognitive decline associated with aging and disease by a number of polyphenols found in red wine and extra virgin olive oil.,
condition,,asthma,high fructose corn syrup sweetened soft drink,dangerous,high fructose corn syrup (hfcs) sweetened soft drink intake has been linked with asthma in us high-schoolers.,
condition,,prediabetes,coffee/soda drink/iced tea,can worsen,coffee/soda drink/iced tea with serving size 240.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,urolithiasis,fruit,safe,"regarding food, intake of fruit correlated negatively with the incidence of urolithiasis (r = -0.721, p = 0.008), while intake of eggs (r = 0.537, p = 0.072) and sugar (r = 0.475, p = 0.119) tended to positively correlate with incidence.",
condition,,prediabetes,cheese,safe,cheese may support balanced diet for prediabetes.,
condition,,hypertension,egg omelet substitute,can worsen,egg omelet substitute with serving size 61.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
